Id,bySelf,companyID,corporateTariffCode,frequentFlyer,nationality,isAccess3D,isVip,legs0_arrivalAt,legs0_departureAt,legs0_duration,legs0_segments0_aircraft_code,legs0_segments0_arrivalTo_airport_city_iata,legs0_segments0_arrivalTo_airport_iata,legs0_segments0_baggageAllowance_quantity,legs0_segments0_baggageAllowance_weightMeasurementType,legs0_segments0_cabinClass,legs0_segments0_departureFrom_airport_iata,legs0_segments0_duration,legs0_segments0_flightNumber,legs0_segments0_marketingCarrier_code,legs0_segments0_operatingCarrier_code,legs0_segments0_seatsAvailable,legs0_segments1_aircraft_code,legs0_segments1_arrivalTo_airport_city_iata,legs0_segments1_arrivalTo_airport_iata,legs0_segments1_baggageAllowance_quantity,legs0_segments1_baggageAllowance_weightMeasurementType,legs0_segments1_cabinClass,legs0_segments1_departureFrom_airport_iata,legs0_segments1_duration,legs0_segments1_flightNumber,legs0_segments1_marketingCarrier_code,legs0_segments1_operatingCarrier_code,legs0_segments1_seatsAvailable,legs0_segments2_aircraft_code,legs0_segments2_arrivalTo_airport_city_iata,legs0_segments2_arrivalTo_airport_iata,legs0_segments2_baggageAllowance_quantity,legs0_segments2_baggageAllowance_weightMeasurementType,legs0_segments2_cabinClass,legs0_segments2_departureFrom_airport_iata,legs0_segments2_duration,legs0_segments2_flightNumber,legs0_segments2_marketingCarrier_code,legs0_segments2_operatingCarrier_code,legs0_segments2_seatsAvailable,legs0_segments3_aircraft_code,legs0_segments3_arrivalTo_airport_city_iata,legs0_segments3_arrivalTo_airport_iata,legs0_segments3_baggageAllowance_quantity,legs0_segments3_baggageAllowance_weightMeasurementType,legs0_segments3_cabinClass,legs0_segments3_departureFrom_airport_iata,legs0_segments3_duration,legs0_segments3_flightNumber,legs0_segments3_marketingCarrier_code,legs0_segments3_operatingCarrier_code,legs0_segments3_seatsAvailable,legs1_arrivalAt,legs1_departureAt,legs1_duration,legs1_segments0_aircraft_code,legs1_segments0_arrivalTo_airport_city_iata,legs1_segments0_arrivalTo_airport_iata,legs1_segments0_baggageAllowance_quantity,legs1_segments0_baggageAllowance_weightMeasurementType,legs1_segments0_cabinClass,legs1_segments0_departureFrom_airport_iata,legs1_segments0_duration,legs1_segments0_flightNumber,legs1_segments0_marketingCarrier_code,legs1_segments0_operatingCarrier_code,legs1_segments0_seatsAvailable,legs1_segments1_aircraft_code,legs1_segments1_arrivalTo_airport_city_iata,legs1_segments1_arrivalTo_airport_iata,legs1_segments1_baggageAllowance_quantity,legs1_segments1_baggageAllowance_weightMeasurementType,legs1_segments1_cabinClass,legs1_segments1_departureFrom_airport_iata,legs1_segments1_duration,legs1_segments1_flightNumber,legs1_segments1_marketingCarrier_code,legs1_segments1_operatingCarrier_code,legs1_segments1_seatsAvailable,legs1_segments2_aircraft_code,legs1_segments2_arrivalTo_airport_city_iata,legs1_segments2_arrivalTo_airport_iata,legs1_segments2_baggageAllowance_quantity,legs1_segments2_baggageAllowance_weightMeasurementType,legs1_segments2_cabinClass,legs1_segments2_departureFrom_airport_iata,legs1_segments2_duration,legs1_segments2_flightNumber,legs1_segments2_marketingCarrier_code,legs1_segments2_operatingCarrier_code,legs1_segments2_seatsAvailable,legs1_segments3_aircraft_code,legs1_segments3_arrivalTo_airport_city_iata,legs1_segments3_arrivalTo_airport_iata,legs1_segments3_baggageAllowance_quantity,legs1_segments3_baggageAllowance_weightMeasurementType,legs1_segments3_cabinClass,legs1_segments3_departureFrom_airport_iata,legs1_segments3_duration,legs1_segments3_flightNumber,legs1_segments3_marketingCarrier_code,legs1_segments3_operatingCarrier_code,legs1_segments3_seatsAvailable,miniRules0_monetaryAmount,miniRules0_percentage,miniRules0_statusInfos,miniRules1_monetaryAmount,miniRules1_percentage,miniRules1_statusInfos,pricingInfo_isAccessTP,pricingInfo_passengerCount,profileId,ranker_id,requestDate,searchRoute,sex,taxes,totalPrice,selected
110,True,25312,,,36,False,False,2024-05-30T07:35:00,2024-05-29T08:05:00,1.00:30:00,321,OVB,OVB,1.0,0.0,1.0,KHV,05:15:00,5238,S7,S7,9.0,321,BQS,BQS,1.0,0.0,1.0,OVB,04:20:00,5209,S7,S7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,,1.0,3500.0,,1.0,1.0,1,2847501,6dabbda422034b089089b2b719004191,2024-05-17 03:51:28,KHVBQS,True,1354.0,52129.0,0
111,True,25312,118,,36,True,False,2024-05-30T07:35:00,2024-05-29T08:05:00,1.00:30:00,321,OVB,OVB,1.0,0.0,1.0,KHV,05:15:00,5238,S7,S7,9.0,321,BQS,BQS,1.0,0.0,1.0,OVB,04:20:00,5209,S7,S7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,,1.0,1.0,1,2847501,6dabbda422034b089089b2b719004191,2024-05-17 03:51:28,KHVBQS,True,1354.0,76959.0,0
112,True,25312,,,36,False,False,2024-05-30T07:35:00,2024-05-29T08:05:00,1.00:30:00,321,OVB,OVB,1.0,0.0,1.0,KHV,05:15:00,5238,S7,S7,9.0,321,BQS,BQS,1.0,0.0,1.0,OVB,04:20:00,5209,S7,S7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,,1.0,1.0,1,2847501,6dabbda422034b089089b2b719004191,2024-05-17 03:51:28,KHVBQS,True,1354.0,80109.0,0
113,True,25312,118,,36,True,False,2024-05-30T07:35:00,2024-05-29T08:05:00,1.00:30:00,321,OVB,OVB,1.0,0.0,2.0,KHV,05:15:00,5238,S7,S7,4.0,321,BQS,BQS,1.0,0.0,2.0,OVB,04:20:00,5209,S7,S7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,,1.0,0.0,,0.0,1.0,1,2847501,6dabbda422034b089089b2b719004191,2024-05-17 03:51:28,KHVBQS,True,1354.0,86794.0,0
114,True,25312,,,36,False,False,2024-05-30T07:35:00,2024-05-29T08:05:00,1.00:30:00,321,OVB,OVB,1.0,0.0,2.0,KHV,05:15:00,5238,S7,S7,4.0,321,BQS,BQS,1.0,0.0,2.0,OVB,04:20:00,5209,S7,S7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,,1.0,0.0,,0.0,1.0,1,2847501,6dabbda422034b089089b2b719004191,2024-05-17 03:51:28,KHVBQS,True,1354.0,90354.0,0
115,True,25312,118,,36,True,False,2024-05-30T07:35:00,2024-05-29T08:05:00,1.00:30:00,321,OVB,OVB,1.0,0.0,2.0,KHV,05:15:00,5238,S7,S7,4.0,321,BQS,BQS,1.0,0.0,2.0,OVB,04:20:00,5209,S7,S7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,,1.0,3500.0,,1.0,1.0,1,2847501,6dabbda422034b089089b2b719004191,2024-05-17 03:51:28,KHVBQS,True,1354.0,110469.0,0
116,True,25312,,,36,False,False,2024-05-30T07:35:00,2024-05-29T08:05:00,1.00:30:00,321,OVB,OVB,1.0,0.0,2.0,KHV,05:15:00,5238,S7,S7,4.0,321,BQS,BQS,1.0,0.0,2.0,OVB,04:20:00,5209,S7,S7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,,1.0,3500.0,,1.0,1.0,1,2847501,6dabbda422034b089089b2b719004191,2024-05-17 03:51:28,KHVBQS,True,1354.0,115014.0,0
117,True,25312,118,,36,True,False,2024-05-30T07:35:00,2024-05-29T08:05:00,1.00:30:00,321,OVB,OVB,2.0,0.0,2.0,KHV,05:15:00,5238,S7,S7,4.0,321,BQS,BQS,2.0,0.0,2.0,OVB,04:20:00,5209,S7,S7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,,1.0,1.0,1,2847501,6dabbda422034b089089b2b719004191,2024-05-17 03:51:28,KHVBQS,True,1354.0,151089.0,0
118,True,25312,,,36,False,False,2024-05-30T07:35:00,2024-05-29T08:05:00,1.00:30:00,321,OVB,OVB,2.0,0.0,2.0,KHV,05:15:00,5238,S7,S7,4.0,321,BQS,BQS,2.0,0.0,2.0,OVB,04:20:00,5209,S7,S7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,,1.0,1.0,1,2847501,6dabbda422034b089089b2b719004191,2024-05-17 03:51:28,KHVBQS,True,1354.0,157324.0,0
119,True,59096,,,36,False,False,2024-06-28T11:40:00,2024-06-28T10:10:00,05:30:00,73H,OVB,OVB,0.0,0.0,1.0,GDX,05:30:00,5220,S7,S7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,,1.0,0.0,,0.0,1.0,1,3380969,e0f9319a8b3048cdb1c974395e599e8d,2024-05-17 04:02:26,GDXOVB,True,719.0,19519.0,0
120,True,59096,,,36,False,False,2024-06-28T11:40:00,2024-06-28T10:10:00,05:30:00,73H,OVB,OVB,1.0,0.0,1.0,GDX,05:30:00,5220,S7,S7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,,1.0,3500.0,,1.0,1.0,1,3380969,e0f9319a8b3048cdb1c974395e599e8d,2024-05-17 04:02:26,GDXOVB,True,719.0,25239.0,1
121,True,59096,,,36,False,False,2024-06-28T11:40:00,2024-06-28T10:10:00,05:30:00,73H,OVB,OVB,1.0,0.0,1.0,GDX,05:30:00,5220,S7,S7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,,1.0,1.0,1,3380969,e0f9319a8b3048cdb1c974395e599e8d,2024-05-17 04:02:26,GDXOVB,True,719.0,38689.0,0
122,True,59096,,,36,False,False,2024-06-28T11:40:00,2024-06-28T10:10:00,05:30:00,73H,OVB,OVB,1.0,0.0,2.0,GDX,05:30:00,5220,S7,S7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,,1.0,0.0,,0.0,0.0,1,3380969,e0f9319a8b3048cdb1c974395e599e8d,2024-05-17 04:02:26,GDXOVB,True,719.0,44174.0,0
123,True,59096,,,36,False,False,2024-06-28T11:40:00,2024-06-28T10:10:00,05:30:00,73H,OVB,OVB,1.0,0.0,2.0,GDX,05:30:00,5220,S7,S7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,,1.0,3500.0,,1.0,0.0,1,3380969,e0f9319a8b3048cdb1c974395e599e8d,2024-05-17 04:02:26,GDXOVB,True,719.0,56639.0,0
124,True,59096,,,36,False,False,2024-06-28T11:40:00,2024-06-28T10:10:00,05:30:00,73H,OVB,OVB,2.0,0.0,2.0,GDX,05:30:00,5220,S7,S7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,,1.0,0.0,1,3380969,e0f9319a8b3048cdb1c974395e599e8d,2024-05-17 04:02:26,GDXOVB,True,719.0,77919.0,0
125,True,59096,,,36,False,False,2024-06-28T21:40:00,2024-06-28T16:20:00,09:20:00,319,KHV,KHV,0.0,0.0,1.0,GDX,02:35:00,5613,SU,HZ,9.0,319,OVB,OVB,0.0,0.0,1.0,KHV,05:15:00,5642,SU,HZ,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600.0,,1.0,0.0,,0.0,1.0,1,3380969,e0f9319a8b3048cdb1c974395e599e8d,2024-05-17 04:02:26,GDXOVB,True,1215.0,33555.0,0
126,True,59096,,,36,False,False,2024-06-28T21:40:00,2024-06-28T16:20:00,09:20:00,319,KHV,KHV,1.0,0.0,1.0,GDX,02:35:00,5613,SU,HZ,9.0,319,OVB,OVB,1.0,0.0,1.0,KHV,05:15:00,5642,SU,HZ,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600.0,,1.0,4600.0,,1.0,1.0,1,3380969,e0f9319a8b3048cdb1c974395e599e8d,2024-05-17 04:02:26,GDXOVB,True,1215.0,35955.0,0
127,True,59096,,,36,False,False,2024-06-28T21:40:00,2024-06-28T16:20:00,09:20:00,319,KHV,KHV,2.0,0.0,1.0,GDX,02:35:00,5613,SU,HZ,9.0,319,OVB,OVB,2.0,0.0,1.0,KHV,05:15:00,5642,SU,HZ,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,,1.0,1.0,1,3380969,e0f9319a8b3048cdb1c974395e599e8d,2024-05-17 04:02:26,GDXOVB,True,1215.0,38355.0,0
128,True,59096,,,36,False,False,2024-06-28T21:40:00,2024-06-28T16:20:00,09:20:00,319,KHV,KHV,1.0,0.0,2.0,GDX,02:35:00,5613,SU,HZ,1.0,319,OVB,OVB,1.0,0.0,2.0,KHV,05:15:00,5642,SU,HZ,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600.0,,1.0,0.0,,0.0,0.0,1,3380969,e0f9319a8b3048cdb1c974395e599e8d,2024-05-17 04:02:26,GDXOVB,True,1215.0,55215.0,0
129,True,59096,,,36,False,False,2024-06-28T21:40:00,2024-06-28T16:20:00,09:20:00,319,KHV,KHV,2.0,0.0,2.0,GDX,02:35:00,5613,SU,HZ,1.0,319,OVB,OVB,2.0,0.0,2.0,KHV,05:15:00,5642,SU,HZ,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600.0,,1.0,4600.0,,1.0,0.0,1,3380969,e0f9319a8b3048cdb1c974395e599e8d,2024-05-17 04:02:26,GDXOVB,True,1215.0,60615.0,0
