2025-07-27 14:48:58,528 |     INFO | core.Core | 配置初始化: GPU=None, 优化={'enable_parallel': True, 'enable_cache': True, 'enable_memory_opt': True}
2025-07-27 20:27:56,412 |     INFO | core.Core | LGBMRanker HitRate@3: 0.4551
2025-07-27 20:27:56,430 |     INFO | core.Core | train_models 内存变化: -773.4MB (当前: 5045.6MB)
2025-07-27 20:27:56,430 |     INFO | core.Core | train_models 耗时: 10492.38s
2025-07-27 20:27:56,431 |     INFO | core.Core | Fold 1 - XGBRanker: 0.4551
2025-07-27 20:27:56,431 |     INFO | core.Core | Fold 1 - LGBMRanker: 0.4551
2025-07-27 20:27:56,611 |     INFO | core.Core | _train_fold 耗时: 20203.36s
2025-07-27 21:05:06,896 |     INFO | core.Core | GPU自动检测: XGB=True, LGB=True
2025-07-27 21:05:06,897 |     INFO | core.Core | ✓ GPU模式已启用
2025-07-27 21:43:01,943 |     INFO | core.Core | XGBRanker HitRate@3: 0.4531
2025-07-27 22:26:51,388 |     INFO | core.Core | LGBMRanker HitRate@3: 0.4365
2025-07-27 22:26:51,559 |     INFO | core.Core | train_models 内存变化: -2769.1MB (当前: 2984.5MB)
2025-07-27 22:26:51,561 |     INFO | core.Core | train_models 耗时: 4904.66s
2025-07-27 22:26:51,562 |     INFO | core.Core | Fold 2 - XGBRanker: 0.4531
2025-07-27 22:26:51,563 |     INFO | core.Core | Fold 2 - LGBMRanker: 0.4365
2025-07-27 22:26:52,095 |     INFO | core.Core | _train_fold 耗时: 7135.48s
2025-07-28 01:04:22,194 |     INFO | core.Core | GPU自动检测: XGB=True, LGB=True
2025-07-28 01:04:22,196 |     INFO | core.Core | ✓ GPU模式已启用
2025-07-28 03:42:08,486 |     INFO | core.Core | XGBRanker HitRate@3: 0.4746
2025-07-28 06:25:27,626 |     INFO | core.Core | LGBMRanker HitRate@3: 0.4521
2025-07-28 06:25:27,805 |     INFO | core.Core | train_models 内存变化: -2760.4MB (当前: 3023.4MB)
2025-07-28 06:25:27,806 |     INFO | core.Core | train_models 耗时: 19265.61s
2025-07-28 06:25:27,807 |     INFO | core.Core | Fold 3 - XGBRanker: 0.4746
2025-07-28 06:25:27,808 |     INFO | core.Core | Fold 3 - LGBMRanker: 0.4521
2025-07-28 06:25:28,226 |     INFO | core.Core | _train_fold 耗时: 28716.13s
2025-07-28 09:03:37,400 |     INFO | core.Core | GPU自动检测: XGB=True, LGB=True
2025-07-28 09:03:37,413 |     INFO | core.Core | ✓ GPU模式已启用
2025-07-28 11:25:29,899 |     INFO | core.Core | XGBRanker HitRate@3: 0.4482
2025-07-28 12:48:27,230 |     INFO | core.Core | LGBMRanker HitRate@3: 0.4395
2025-07-28 12:48:27,593 |     INFO | core.Core | train_models 内存变化: -2819.6MB (当前: 2949.8MB)
2025-07-28 12:48:27,594 |     INFO | core.Core | train_models 耗时: 13490.18s
2025-07-28 12:48:27,595 |     INFO | core.Core | Fold 4 - XGBRanker: 0.4482
2025-07-28 12:48:27,596 |     INFO | core.Core | Fold 4 - LGBMRanker: 0.4395
2025-07-28 12:48:28,059 |     INFO | core.Core | _train_fold 耗时: 22979.83s
